name	RWRscore
PES1	0.786183030166262
PHKB	0.874198206625021
PKM	0.77759614208569
PLEC	0.790279922754707
POLR2E	0.783083111406068
POSTN	0.824091955053597
PPFIA1	0.836829067020066
PPOX	0.875990870877045
PRPF31	0.79551045410619
PSMD10	0.870941245466422
PSMG2	0.878505979740122
PTBP1	0.783997655743046
PTK2	0.803394492574678
PTMA	0.84614570009514
RAB22A	0.810476136530084
RAE1	0.807429007459955
RBX1	0.78383556161618
RECQL	0.890566910616127
RELA	0.805571579927544
RGN	0.861577901023523
RHEB	0.835056615840294
RIPK1	0.848020973570309
RPA1	0.833111718144498
RPRD1B	0.834765829814005
RPS27	0.775982323813906
RUVBL1	0.771700536332214
SAFB	0.852623327507915
SCD	0.837891489930225
SERPINA11	0.870126022395779
SERPINF1	0.867696261180097
SF3B4	0.810469629491128
SFPQ	0.789351083423713
SLC22A1	0.887839649939536
SLCO1B1	0.866191186639748
SLCO2B1	0.888551679892472
SMAD2	0.85124576134905
SMARCA4	0.814566781442766
SORD	0.819741066742279
SQSTM1	0.807861835265134
SRRM2	0.805793750790933
STMN1	0.850871756218673
SUMO1	0.779965431823208
THY1	0.847682367537385
TJP1	0.777235873455726
TLN2	0.879726583254855
TMEM176B	0.920533309558119
TOP1	0.822324016946138
TRRAP	0.83042142690775
TSG101	0.787244371995767
UFC1	0.887187865377023
UGP2	0.79278738995907
UTRN	0.822748453132455
VCAM1	0.832273871429878
VPS33B	0.821393588037102
VPS51	0.78838834356168
WNK1	0.858672215234814
XPO1	0.78139121760288
XPO4	0.8849247132187
XPO5	0.845309581005047
XRCC1	0.875835857116404
XRCC5	0.838782834525347
UGT2B7	0.834308252812442
UGT1A1	0.819800356585589
ZFR	0.87323096682305
TAGLN2	0.875852356779501
TRIM3	0.90557159985747
TIPRL	0.86835953481603
AADAC	0.00300756951664329
AADAT	0.0106964080915396
AAK1	0.0154802776020149
AAR2	0.00981983263561433
AARS2	0.0137211242680785
AASS	0.0247073322860346
ABAT	0.0420732844959292
ABCB10	0.0238135625222996
ABCB11	0.0565830657767804
ABCC6	0.0240960851432193
ABCD1	0.0201809836752016
ABCF1	0.0201494997796174
ABCF2	0.0259522484623988
ABCF3	0.0315910918025982
ABHD11	0.00195447038999513
ABHD12	0.00197762098328854
ABHD14B	0.0104502040287196
ABI1	0.018923120897386
ABLIM1	0.0236665775089848
ABLIM3	0.0173991384534337
ACAA1	0.0443497534216889
ACAA2	0.0334002773200756
ACACB	0.0504152427077657
ACAD11	0.00887829096692382
ACADM	0.0424984689160837
ACADS	0.0381439155257057
ACADSB	0.023310472843747
ACBD3	0.0155427948158287
ACBD4	0.00110318628445892
ACIN1	0.0229653120509826
ACLY	0.0568218327949464
ACMSD	0.0109871329946261
ACOT12	0.0262051869410077
ACOT13	0.0381189498011037
ACOT8	0.0219228185025507
ACOX2	0.0268694289001904
ACP6	0.0158313761189475
ACSF3	0.0250987359798032
ACSL3	0.0515172067070266
ACSL4	0.0355626171838787
ACSL5	0.0487903132558866
ACSM1	0.00198720805271768
ACSM2A	0.00782952059150477
ACSM2B	0.00717829234190868
ACSM5	0.00728854899159681
ACSS1	0.0346144618552103
ACSS3	0.015336218564499
ACTL6A	0.0431962126883508
ACY1	0.0305712274428452
ACY3	0.0135675366798021
ADH1A	0.0395066979412101
ADH1B	0.0444356217181609
ADH1C	0.0379857431295429
ADH4	0.0455867086756233
ADH6	0.0311037439260942
ADHFE1	0.0293462068062245
ADK	0.0224659780037941
ADSS	0.0190315165858422
ADSSL1	0.0106492225572773
AEBP1	0.0152609314427087
AFMID	0.0211816800853651
AGL	0.0276600208502223
AGO2	0.0523254654385539
AGPAT1	0.0217168735110671
AGPAT2	0.0297372522282033
AGPS	0.0106384110694841
AGRN	0.037225334028493
AGXT2	0.0388069628584454
AIFM2	0.00181139176645352
AIP	0.00297859131888297
AKAP13	0.0219822268482547
AKAP9	0.0415686737991236
AKR1D1	0.0243402561843597
AKR7A3	0.0176588804242464
ALAD	0.0526417871485186
ALDH18A1	0.0344683775091894
ALDH1B1	0.027932415854182
ALDH1L1	0.0173465806377906
ALDH4A1	0.021760205753577
ALDH6A1	0.0263190814323257
ALDH8A1	0.0166380345601924
ALDOB	0.0383370431508001
ALG1	0.00240180658334058
ALOX5	0.0402107674024138
ALYREF	0.0362055503375146
AMDHD1	0.0024308116326946
ANAPC1	0.0155067806052287
ANAPC2	0.0232503003359841
ANAPC5	0.014177602513075
ANAPC7	0.0135509324536413
ANGPTL3	0.0215597107596973
ANKHD1	0.00101827305579014
ANKRD17	0.00187140680304963
ANKRD28	0.0020898367911191
ANKRD44	0.00116744716232907
ANO6	0.0541984775305102
ANP32A	0.0315105370780277
ANP32B	0.0126741570986067
ANP32E	0.0285069760895433
ANTXR2	0.00381885699265696
AOC3	0.0471337078543796
AOX1	0.0338168398780399
AP3B1	0.0157184774376001
AP3D1	0.0246288592152888
AP3M1	0.00203415457621602
AP3S1	0.00923061044267712
APBA1	0.0189106213553463
API5	0.0397940177956066
APIP	0.0158259342924701
APOA1BP	0.00181223107753562
APOA4	0.0346991948677574
APOC1	0.00887503827027665
APP	0.051210047245641
APPL2	0.0258878317355068
ARAP1	0.00149518942984187
ARFGAP1	0.0132392576364733
ARFGAP3	0.00627938474418062
ARFGEF1	0.0155476426141667
ARFGEF2	0.0201620121447184
ARFIP1	0.0418455942990809
ARG1	0.043340286321441
ARHGAP17	0.00165708795045758
ARHGAP5	0.0122254288690139
ARHGEF1	0.00726753291362189
ARHGEF2	0.0340302767035806
ARHGEF5	0.00130723645471026
ARHGEF7	0.0198678753796936
ARIH1	0.0105423270451477
ARIH2	0.014560252415675
ARL1	0.0112261362122402
ARL8B	0.013831492708384
ARMC8	0.0144776182326822
ARMCX3	0.000881582890292308
ARSD	0.0012312013580583
ARSE	0.00142961502681522
ASCC2	0.00142637680820519
ASCC3	0.00944414163537562
ASGR2	0.0233200417845342
ASNA1	0.00933751458479602
ASPDH	0.00311852253464243
ASPG	0.0176373739633884
ASPN	0.0154203291170778
ASPSCR1	0.0201553817572937
ASS1	0.0380596414201665
ATG5	0.0418811242393824
ATG7	0.0472701806861609
ATOX1	0.0278027529923622
ATP11C	0.00366432619680179
ATP1B3	0.0346525251759207
ATP2B1	0.0141012031570684
ATP2B2	0.010172642730679
ATP2B4	0.0159553062055546
ATP6V0A1	0.0162920509911056
ATP6V0D1	0.0148423129889924
ATP6V1C1	0.0196051171731042
ATRN	0.019151010127694
ATXN10	0.0104249268827223
ATXN2	0.0217187392360607
ATXN2L	0.00756876746500457
AUP1	0.00340793540646841
B4GALT1	0.0184163571593858
BAAT	0.0107950196105145
BAG2	0.0238736778428762
BAG3	0.0616919203153396
BAG6	0.0258554965668737
BAIAP2L1	0.00942953525619202
BANF1	0.0354502475637433
BBOX1	0.0352863031900691
BCAM	0.019449904487273
BCAT2	0.0153753771001142
BCCIP	0.0294137408126868
BCKDHA	0.0199152243403071
BCKDHB	0.0249028430942591
BCKDK	0.0114771526680207
BCLAF1	0.0187971030400104
BCO2	0.000941925118597471
BDH1	0.037158858034531
BDH2	0.0159974301884865
BHMT	0.0446732773069663
BHMT2	0.0190146395508341
BLVRA	0.0364388357788342
BOD1L1	0.00234244526052627
BOLA2	0.016597856132867
BRAP	0.00105150669258752
BRCC3	0.00965264180913612
BROX	0.0148908996131495
BUB3	0.0368890914372662
BUD31	0.0130788513161137
BZW1	0.0140834748253448
BZW2	0.00766542845208175
C10orf76	0.0079174840398185
C11orf58	0.0206450843704525
C11orf68	0.000576626515532725
C12orf10	0.0014542213194104
C12orf29	0.000452904053067664
C12orf5	0.0237239981632121
C14orf142	0.000472276629176819
C17orf49	0.0197951488557481
C2	0.0263814651288605
C21orf33	0.00178107962729907
C2CD5	0.00197777062557664
C4BPB	0.00259216733056665
C7orf50	0.00635854556803229
CA2	0.0244214034015259
CA5A	0.0129469143862937
CAB39	0.0236230024763534
CACYBP	0.0188582640784054
CAD	0.0338379594174011
CALCOCO2	0.0170939781989312
CALU	0.0204207241719364
CAMK1D	0.00164656629043349
CAP2	0.0239218217531899
CAPG	0.0126179969039773
CAPN2	0.045030606045367
CAPRIN1	0.0184460098230579
CAT	0.0704452195249684
CBR4	0.03489950760295
CBSL	0.0240040334659567
CC2D1A	0.00147007852048857
CCAR1	0.0120923351113848
CCAR2	0.0056121362612352
CCDC124	0.00613783077506181
CCDC6	0.00570827189364048
CCDC88A	0.00126515794111811
CCNY	0.00905004615152954
CD163	0.0401040283391179
CD180	0.00160726783433388
CD2AP	0.0349127110920532
CD38	0.0391622353780979
CD40	0.0540868380099434
CD46	0.0241276305501005
CD59	0.0239886253209147
CD81	0.0519675592459549
CD93	0.0210814773381791
CD97	0.0348082428496279
CDA	0.030488740439421
CDC37	0.0341907670831017
CDC5L	0.0373873037111441
CDC73	0.0355822489369043
CDH13	0.0561482943677483
CDK5	0.0420062949333573
CDK6	0.0400840416561844
CDK9	0.0445602456216309
CDKAL1	0.00558088399184378
CDKN2AIP	0.00690464607521647
CDV3	0.00928570547864262
CEBPZ	0.0101660041838957
CECR1	0.0124279308255156
CES1	0.0526044357301556
CES2	0.0262881807719063
CES3	0.0118063466885915
CFHR5	0.0386221340891515
CHAMP1	0.0139789186831366
CHERP	0.016280473086125
CHMP4B	0.0281528279699178
CHMP5	0.0180441852445205
CHORDC1	0.0159191835136396
CKAP4	0.00175324763611942
CKAP5	0.0329908821062163
CLASP1	0.0312233325731205
CLASP2	0.0276878730598258
CLEC4M	0.00280487845781433
CLINT1	0.01880773042923
CLNS1A	0.00311814639302932
CLYBL	0.0101697905586102
CMBL	0.0115627114568541
CMC1	0.000694968856515029
CMTR1	0.0110120762348825
CNIH4	0.00161789236920983
CNN1	0.0292480798724128
CNN3	0.0349914303286186
CNNM3	0.0012895330476271
CNOT1	0.0230192880447038
COBL	0.0109859022875014
COBLL1	0.00107678476853038
COG1	0.022668127986846
COG2	0.0176543751133019
COG3	0.0181630082235648
COG4	0.0172815926966241
COG5	0.0155326704651529
COG7	0.0153299459582767
COL15A1	0.037413438401949
COL1A1	0.0580699490232491
COLGALT1	0.0114106965720267
COPG2	0.0123667545762977
COPS7B	0.0103061898247249
COX20	0.00679814087153007
CPD	0.019326711793753
CPSF1	0.0216065622276933
CPSF2	0.0185926572619282
CPSF3	0.0199556933343523
CPSF6	0.0256431134697825
CRELD2	0.00158625617028886
CROT	0.0141633960724035
CRTAP	0.0225809517175428
CRYM	0.0152126174208805
CSNK1A1	0.0426970412727272
CSNK2A2	0.0249991674872069
CSNK2B	0.0190974872515022
CSRP2	0.00757885448107147
CSTF1	0.0193050902459549
CSTF2	0.0196828889378089
CSTF2T	0.0155724045806988
CSTF3	0.0152834584139808
CTDP1	0.0113902881950489
CTH	0.0347968353518113
CTNNBL1	0.0253998851313917
CTPS1	0.0196546423553036
CTPS2	0.016269401125233
CTSA	0.0201774200557899
CUL2	0.0132497677415494
CUL4B	0.0417369829571104
CWF19L1	0.00208385620062042
CYP1A2	0.0442076919876143
CYP2A6	0.0513294644938485
CYP2B6	0.0511022943274616
CYP2C8	0.0431745591573113
CYP2J2	0.0469873875063588
CYP3A4	0.0593303830456488
CYP3A5	0.0506766288912221
CYP3A7	0.0388239372817934
CYP4A11	0.0384187231208495
CYP4A22	0.035099495839934
CYP4F11	0.0191616920590662
CYP4F2	0.0390417066787681
CYP7A1	0.061369197981099
CYP8B1	0.0435975109640093
DAB2	0.0277786894792528
DAGLB	0.0016298528927143
DAK	0.0342723162687817
DAO	0.0351606672662422
DARS2	0.0124220881847936
DAXX	0.0448859609636331
DAZAP1	0.0188633406724723
DBN1	0.0378948017968135
DBT	0.0271033513377479
DCAF11	0.0183909531191752
DCTPP1	0.00705328155752795
DCXR	0.0422649607125567
DDX1	0.0288321226205985
DDX17	0.040874212761593
DDX18	0.0159678155942955
DDX20	0.0251042239424546
DDX21	0.0237336097133883
DDX23	0.0171925701719886
DDX39A	0.0310848054800416
DDX39B	0.0348596515866598
DDX42	0.00946009959663869
DDX46	0.0157543370348276
DDX49	0.0153784834080112
DDX5	0.0422868459763182
DDX54	0.0131520499333837
DDX56	0.0175009395537668
DDX6	0.0230048904944183
DDX60	0.0141914847295749
DEK	0.032203469372465
DENND4C	0.00155640422193824
DEPTOR	0.0344124286761566
DFNA5	0.0173482180586363
DHRS1	0.0125256064825916
DHRS2	0.0259122934989445
DHRS4	0.00971482393962856
DHTKD1	0.0103841713612035
DHX15	0.036692466588199
DHX29	0.0172522826242861
DHX30	0.00834902522995426
DHX36	0.0162545726077463
DHX57	0.0100021591527734
DIS3	0.00880508014978527
DKC1	0.0239677577981048
DMGDH	0.0254174056497269
DNAJB11	0.00453389091449853
DNAJC1	0.00893860358037338
DNAJC10	0.0168976819051465
DNAJC13	0.0193047343548433
DNAJC2	0.017186604958131
DNAJC3	0.00469969788184987
DNAJC5	0.00478732657724224
DNAJC7	0.013468997963991
DNAJC8	0.0135224028788019
DNAJC9	0.0199579490631035
DOCK10	0.000611533160341515
DOCK2	0.00218712664869676
DOCK4	0.023417453724547
DOCK6	0.000936253961072179
DOCK7	0.0111939932464646
DOCK8	0.00200019372692517
DOCK9	0.00233489879851172
DPY30	0.0245190712838728
DR1	0.0124978543278451
DRG1	0.0137051691784914
DRG2	0.00581977456043221
DSC2	0.0188001567783212
DSP	0.0390247456969658
DST	0.0240692262777284
DTNA	0.0235505552947177
DTYMK	0.0152134898523326
DUSP23	0.00149930275829265
DUT	0.0283360322499577
DYNC1H1	0.0198713615193018
DYNC1I2	0.0152561222036975
DYNC1LI1	0.0202336905137322
DYNLT3	0.0096607094488088
ECHDC2	0.0286457514058874
EDC4	0.0021655934564187
EEF1A2	0.0122768565306316
EEF1D	0.0231732993537764
EEF1E1	0.00498253062200181
EFEMP1	0.0357873178233398
EFTUD1	0.0198426336150847
EFTUD2	0.0360137730109918
EGLN1	0.0228854432612918
EHD3	0.0369581393750252
EHD4	0.0016968297251732
EHHADH	0.0383032346491852
EI24	0.000523810831825844
EIF2A	0.0268932964929824
EIF2AK2	0.0328945532395927
EIF2AK4	0.0163282806428829
EIF2B1	0.00650368918943072
EIF2D	0.0155992089964722
EIF3A	0.0316295160535077
EIF3B	0.0272693426795506
EIF3D	0.0195733029961034
EIF3E	0.0255189081355086
EIF3G	0.0245411257487223
EIF3H	0.0228649007621062
EIF3J	0.0216134007449316
EIF4A3	0.0333194372946711
EIF4G2	0.0349283814020615
EIF4H	0.0275798720113602
EIF5B	0.0236884361332727
ELAVL1	0.0509942302186404
ELMO1	0.018093527752008
ELP3	0.0165053821987503
EMC1	0.0166159537395465
EMC3	0.0194882823382629
EMC7	0.00160356557334768
ENAH	0.00885592322085002
ENGASE	0.00193907075903629
ENO3	0.0342847184347698
ENTPD1	0.0193517643057001
ENTPD8	0.0179821341493875
EP400	0.0492732496583943
EPB41L3	0.0180790575618915
EPDR1	0.0116767587352761
EPHX2	0.0335236964707299
EPS15L1	0.0123425476495056
ERBB2IP	0.0146862755107042
ERGIC3	0.0016700576180074
ERH	0.0307634319366406
ERLEC1	0.00967157289591564
ERLIN1	0.0238250153125527
ERLIN2	0.00254722719078455
ERMP1	0.00043209387943716
ERO1LB	0.00115012966615972
ETF1	0.0220134154122418
ETFDH	0.0134161711987173
EWSR1	0.0473938269143449
EXOC1	0.00850588435261809
EXOC2	0.0085365317666394
EXOC3	0.0133254889065839
EXOC4	0.00910787041124862
EXOC5	0.0213330649134041
EXOC7	0.0154083050879898
EXOSC2	0.0200985780313655
EXOSC3	0.00983168309642194
EXOSC7	0.0191561634144242
F13A1	0.0207907702872598
F2	0.0665867642217008
F5	0.00408758931060908
FABP1	0.0565016442643429
FABP5	0.0511126110327416
FAF1	0.0263624474635436
FAHD2A	0.0226268294623903
FAM114A2	0.0141885688262868
FAM115A	0.00165199794836447
FAM120A	0.00784285603326751
FAM120B	0.0348430153349952
FAM129A	0.00877812804837095
FAM134A	0.000515062294474867
FAM21A	0.00112922853092609
FAM3C	0.00127130715842552
FAM49B	0.00098534754082567
FAM84B	0.000672928361363708
FAM91A1	0.00196380014269117
FAM96B	0.000485336575109655
FAM98A	0.00173947816787401
FAM98B	0.0056636513376144
FARSA	0.0115109874317475
FARSB	0.0182468293008599
FBL	0.0445247617872222
FBLN1	0.0396253262872696
FBLN2	0.0319791924830088
FBP2	0.0385257902083423
FBXO22	0.00899443925122359
FCGR2B	0.0375995042174062
FCHO2	0.00310095242917967
FEN1	0.0498357616886109
FGGY	0.00258317845682032
FGL2	0.0137348029331051
FKBP11	0.00159705002939426
FKBP1A	0.0566611515151153
FKBP5	0.032595389407706
FKBP8	0.0213311912967693
FLAD1	0.0227422258580067
FMNL1	0.00712294531737785
FMO3	0.0249078459677891
FMO5	0.0318665951539215
FMR1	0.0306234664410673
FNBP1	0.0102057042497249
FNBP1L	0.0186376585941122
FOXRED1	0.0016843292800519
FRK	0.0135937070918406
FTCD	0.0413975908870937
FTH1	0.0172277056933435
FTL	0.00800443573901941
FTSJ3	0.0131202768716617
FUBP3	0.0173457287532548
FUOM	0.00072525665531495
FUS	0.0400912212377181
FXR1	0.0346756617357056
FYCO1	0.00856106711471397
G3BP1	0.0349814255930284
G3BP2	0.017886529123607
GAK	0.0247378955128441
GALNT1	0.0173141836968643
GALNT2	0.0327407753290577
GALT	0.0412556055797581
GAMT	0.0343319897482189
GAPVD1	0.0150628139995864
GAR1	0.0235965230843623
GARS	0.0126880985589506
GBA	0.0339560199750235
GBA2	0.00196172209113307
GBE1	0.0324916654148672
GBF1	0.00635982746220831
GBP2	0.0220166361072451
GCAT	0.00968963780751117
GCC1	0.0131760958693192
GCDH	0.0311284491835068
GCHFR	0.00726460896146106
GCSH	0.0161140004974413
GDA	0.01692003868191
GDI1	0.0228959267457264
GEMIN5	0.0131338648817715
GET4	0.0115951679933979
GGA2	0.0337442677612417
GGH	0.0334030924589444
GGT5	0.0149648435955265
GID8	0.0104261093772493
GIG25	0.0279353677240846
GIGYF1	0.00529163274609192
GIGYF2	0.00583279465851361
GIT2	0.0388011003787768
GLDC	0.0276770555009771
GLG1	0.0116222706486466
GLMN	0.00796188477698578
GLS	0.0168943947316536
GLS2	0.019152468721775
GLUD1	0.0579141646622185
GLUD2	0.0444616130591055
GLYAT	0.0199639459833347
GLYATL1	0.0237669190628174
GLYCTK	0.0183926172680276
GM2A	0.0251629002318601
GNL1	0.00986259636193405
GNL3	0.0184695998978504
GNPNAT1	0.0292634479499761
GNS	0.00888372011659373
GOLGA2	0.0210449416401685
GOLGA3	0.006912406251436
GOLGA4	0.0193473333981636
GOLGA5	0.0116247107152364
GOLGB1	0.0109777873414777
GOLPH3L	0.00217682499796456
GOLT1B	0.0291463566835894
GORASP2	0.0218738329671932
GOSR1	0.0161807000218231
GOSR2	0.0150045299970013
GOT2	0.0515120673854998
GPAA1	0.000502697123535955
GPAM	0.0411473834868039
GPATCH8	0.00521017400327203
GPC6	0.0457785345247915
GPD1	0.0365875391515055
GPD1L	0.0225857598675184
GPD2	0.0367509843059691
GPHN	0.0207856106210925
GPR180	0.00721762861652805
GPS1	0.012682679787649
GRHPR	0.016061846510701
GRIPAP1	0.0308821738148953
GRWD1	0.019703938958106
GSDMD	0.0336463715354023
GSK3A	0.0130482039654611
GSK3B	0.0660036118478697
GSN	0.0409436720344069
GSTA1	0.0215586614002808
GSTA2	0.0184034585002693
GSTZ1	0.0321276044907404
GTF2F1	0.0281421866660964
GTF2I	0.0293618653308177
GTPBP1	0.00233173045685877
GUCY1A3	0.00608963258890642
GYG2	0.0290930054187083
GYS1	0.0471257899991836
GYS2	0.0376854372314844
H1F0	0.0497480200092056
H1FX	0.00761750936729945
HAAO	0.0282839398642356
HABP2	0.0254201463991755
HADH	0.0433730355576553
HAGH	0.0175201356067852
HAL	0.0153552817276648
HAO1	0.0104305113428103
HAO2	0.0261644710279589
HARS2	0.0115736417708149
HAT1	0.0355598419584463
HBG1	0.00236819670535108
HCK	0.0150741015463608
HDDC2	0.000672983090083513
HDGFRP2	0.000799704135577857
HEATR1	0.0187653907800408
HEATR5A	0.000639733423305967
HERC1	0.00612365805951482
HERC2	0.0282398199498838
HERC4	0.00183524164211286
HEXB	0.0374481216590463
HGD	0.0350083014093488
HGH1	0.00859953331857051
HIP1	0.0123916346171092
HIP1R	0.0203059955824243
HIST1H1B	0.0407388305110337
HK3	0.0420126028627227
HKDC1	0.0452735043563663
HLA-C	0.0196996069904313
HLA-DMA	0.0118005982389312
HLA-DQB1	0.0122092980191143
HLA-F	0.0165324111522878
HM13	0.00174412147536601
HMGB2	0.0312743293101915
HMGCL	0.0345720254351874
HMHA1	0.000903869181090236
HMOX1	0.0747923294214935
HNRNPA0	0.0324318639841217
HNRNPA3	0.0310029751461066
HNRNPAB	0.0232301719190743
HNRNPF	0.0341608307123271
HNRNPH1	0.0381179139413804
HNRNPH2	0.026954629589625
HNRNPH3	0.0203334998203418
HNRNPK	0.0460281100276642
HNRNPL	0.0410061163929018
HNRNPLL	0.014827026615453
HNRNPM	0.0324868597724654
HNRNPR	0.0376658809640301
HNRNPUL1	0.0325907921744777
HNRNPUL2	0.0101334432078603
HOGA1	0.024022698730886
HOOK3	0.0229508916686016
HP1BP3	0.00708141140224475
HPGD	0.0176177555111537
HRSP12	0.00595690024619313
HS1BP3	0.00156332381127709
HSD11B1	0.0515313941255801
HSD17B2	0.0389698760172204
HSD17B6	0.0252438426760036
HSD17B8	0.0148983244876112
HSP90AB1	0.0562606169693734
HSPA14	0.0174212012356763
HSPA1A	0.0459703236470192
HSPA2	0.0350059182928026
HSPBP1	0.0243980557279504
HSPH1	0.0204643752289078
HTATIP2	0.00218802622396478
HTATSF1	0.0117476620016527
HTT	0.0534914611021607
HUWE1	0.048057722864781
IARS	0.0175425510953041
IDE	0.0282898669492095
IDH3B	0.0306897966198404
IDH3G	0.0320493157929062
IDI1	0.039230891274076
IDNK	0.0313546247202091
IFI30	0.0032951961794302
IFIT2	0.0162227826088048
IFITM3	0.0361355577343667
IFT27	0.0193490768486971
IGBP1	0.0210982206948866
IGFBP7	0.0166248303216037
IK	0.0187572181009208
IKBIP	0.000479272000652039
IKBKAP	0.0242620967252034
IL16	0.0172017012434307
IL18	0.0556872365860471
ILF3	0.0403468089156568
IMPA1	0.0016983800842955
IMPAD1	0.00191006518093497
IMPDH2	0.0254965774210583
INPP5D	0.0118999850020311
INSR	0.0585960131625136
INTS1	0.0255980795640995
INTS3	0.0186908546949216
INTS5	0.0136967381991282
IPO11	0.0222572885003959
IPO4	0.0341512072740917
IPO7	0.0306373532120188
IPO9	0.0289380656034424
IRAK4	0.0220100256524955
IRF3	0.0488516461467199
ITGA6	0.0594683707450577
ITGB5	0.04236744524672
ITIH2	0.0308306563015978
ITIH3	0.0181656792076329
ITM2B	0.00153991944466755
ITPA	0.0128901501176356
ITSN2	0.0230274746226944
KDELR1	0.00621163900109209
KDM3B	0.0221590581931709
KHK	0.0307832870008389
KHSRP	0.0357234138217974
KIAA0196	0.00773253034042646
KIAA0368	0.0263384513549999
KIAA0391	0.00456978251017391
KIAA1033	0.00166612811393346
KIAA1468	0.00226171527123911
KIF1B	0.0185850053181498
KIF1C	0.0142064604618623
KIF21A	0.0315330840131851
KIF2A	0.0204537897471897
KIF5B	0.025721980183931
KLC1	0.0279498124801333
KLC4	0.00323707837862926
KNTC1	0.0143804504548028
KPNA4	0.0558974330401475
KYNU	0.0161694030439422
LAD1	0.00133159448305717
LAMB1	0.0316186818846468
LAMB2	0.0397437778991193
LAMC1	0.0319113891866774
LARP1	0.0142033003603553
LARP7	0.0248129135027486
LARS	0.0205018955877025
LARS2	0.0179502452260198
LBP	0.0286756469702196
LBR	0.0332541591207869
LDHD	0.0229811664004329
LEMD2	0.00785173503234869
LEPRE1	0.0240184375271696
LETM1	0.00143704375306728
LGALS3	0.0582364638095054
LGALS8	0.0293317734254126
LHPP	0.027886278376438
LILRB5	0.0150097764918865
LIMA1	0.00907340624859049
